"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
US_Composite,VLMZF US Equity,US,USD,CA92863W2013,UN
US_Composite,VLMZF US Equity,US,USD,CA92863W2013,US
US_Composite,VNRFY US Equity,US,USD,US9266271009,UN
US_Composite,VNRFY US Equity,US,USD,US9266271009,US
US_Composite,VNRGF US Equity,US,USD,AT0000908504,UN
US_Composite,VNRGF US Equity,US,USD,AT0000908504,US
AUS_Composite,VNT AU Equity,AX,AUD,AU0000184459,AU
US_Composite,VNT US Equity,US,USD,US9288811014,UN
US_Composite,VNT US Equity,US,USD,US9288811014,US
US_Composite,VNTG US Equity,US,USD,KYG7486J1094,UN
US_Composite,VNTG US Equity,US,USD,KYG7486J1094,US
IN_Composite,VOEPL IN Equity,IN,INR,INE0I0T01010,IN
US_Composite,VODAF US Equity,US,USD,ZAE000132577,UN
US_Composite,VODAF US Equity,US,USD,ZAE000132577,US
US_Composite,VONOY US Equity,US,USD,US92887H1077,UN
US_Composite,VONOY US Equity,US,USD,US92887H1077,US
DEU_Composite,VS2 GR Equity,DEU,EUR,US9222801022,GR
DEU_Composite,W89 GR Equity,DEU,EUR,FI4000348651,GR
MXN_Composite,VOLVON MM Equity,MX,MXN,SE0000115446,MM
IN_Composite,VPUL IN Equity,IN,INR,INE946H01037,IN
DEU_Composite,VQI0 GR Equity,DEU,EUR,AU0000352627,GR
DEU_Composite,VS51 GR Equity,DEU,EUR,US92839U2069,GR
US_Composite,VRM US Equity,US,USD,US92918V3078,UN
US_Composite,VRM US Equity,US,USD,US92918V3078,US
MXN_Composite,VRM* MM Equity,MX,MXN,US92918V2088,MM
CAN_Composite,VREO CN Equity,TO,CAD,CA92767B1058,CN
US_Composite,VSCO US Equity,US,USD,US9264001028,UN
US_Composite,VSCO US Equity,US,USD,US9264001028,US
US_Composite,VSEC US Equity,US,USD,US9182841000,UN
US_Composite,VSEC US Equity,US,USD,US9182841000,US
US_Composite,VUVAF US Equity,US,USD,ZAE000190542,UN
US_Composite,VUVAF US Equity,US,USD,ZAE000190542,US
MXN_Composite,VRSK* MM Equity,MX,MXN,US92345Y1064,MM
MXN_Composite,VRSN* MM Equity,MX,MXN,US92343E1029,MM
DEU_Composite,W98 GR Equity,DEU,EUR,SE0000526626,GR
DEU_Composite,W9F GR Equity,DEU,EUR,CA3638821015,GR
DEU_Composite,VSP GR Equity,DEU,EUR,US85571B1052,GR
DEU_Composite,W97 GR Equity,DEU,EUR,CA36270K1021,GR
DEU_Composite,VPK GR Equity,DEU,EUR,US50048T1051,GR
DEU_Composite,VPK5 GR Equity,DEU,EUR,NL0009432491,GR
US_Composite,VSHWB US Equity,US,USD,US9282982076,UN
US_Composite,VSHWB US Equity,US,USD,US9282982076,US
IN_Composite,VSKI IN Equity,IN,INR,INE392A01021,IN
US_Composite,VSTKF US Equity,US,USD,SE0014428835,UN
US_Composite,VSTKF US Equity,US,USD,SE0014428835,US
IN_Composite,VSL IN Equity,IN,INR,INE607V01028,IN
US_Composite,VSMD US Equity,US,USD,US92834L1026,UN
US_Composite,VSMD US Equity,US,USD,US92834L1026,US
DEU_Composite,VX1 GR Equity,DEU,EUR,US92532F1003,GR
US_Composite,VXIT US Equity,US,USD,US92767Q1022,UN
US_Composite,VXIT US Equity,US,USD,US92767Q1022,US
IN_Composite,VSF IN Equity,IN,INR,INE923K01014,IN
IN_Composite,VPRPL IN Equity,IN,INR,INE0AE001013,IN
US_Composite,VPSN US Equity,US,USD,US92833C2026,UN
US_Composite,VPSN US Equity,US,USD,US92833C2026,US
DEU_Composite,VZ10 GR Equity,DEU,EUR,US2003851027,GR
US_Composite,VOIS US Equity,US,USD,US60255A2024,UN
US_Composite,VOIS US Equity,US,USD,US60255A2024,US
CAN_Composite,VUL CN Equity,TO,CAD,CA9289451044,CN
DEU_Composite,VVIA GR Equity,DEU,EUR,US4524652066,GR
DEU_Composite,VWSB GR Equity,DEU,EUR,DK0061539921,GR
MXN_Composite,VWSN MM Equity,MX,MXN,DK0061539921,MM
DEU_Composite,W4C GR Equity,DEU,EUR,GG00BLGZJW08,GR
DEU_Composite,W4F GR Equity,DEU,EUR,ZAE000075859,GR
US_Composite,VUZI US Equity,US,USD,US92921W3007,UN
US_Composite,VUZI US Equity,US,USD,US92921W3007,US
DEU_Composite,VV0 GR Equity,DEU,EUR,CA28103Q2080,GR
AUS_Composite,VVA AU Equity,AX,AUD,AU0000046013,AU
US_Composite,VSTTF US Equity,US,USD,AU0000288284,UN
US_Composite,VSTTF US Equity,US,USD,AU0000288284,US
US_Composite,VSYNF US Equity,US,USD,KYG9450E1089,UN
US_Composite,VSYNF US Equity,US,USD,KYG9450E1089,US
US_Composite,VVEGF US Equity,US,USD,AU0000016875,UN
US_Composite,VVEGF US Equity,US,USD,AU0000016875,US
DEU_Composite,W1L GR Equity,DEU,EUR,FI4000517966,GR
CAN_Composite,VYC/H CN Equity,TO,CAD,CA92205N1096,CN
IN_Composite,VTEX IN Equity,IN,INR,INE825A01020,IN
US_Composite,VTEXF US Equity,US,USD,AU0000179707,UN
US_Composite,VTEXF US Equity,US,USD,AU0000179707,US
DEU_Composite,W4K1 GR Equity,DEU,EUR,CNE1000004W6,GR
DEU_Composite,W55 GR Equity,DEU,EUR,ZAE000167391,GR
DEU_Composite,W9N0 GR Equity,DEU,EUR,JE00BQC4YW14,GR
DEU_Composite,W9Z GR Equity,DEU,EUR,LT0000127466,GR
DEU_Composite,VT7N GR Equity,DEU,EUR,SG2D63974620,GR
US_Composite,VRCFF US Equity,US,USD,CA8685951094,UN
US_Composite,VRCFF US Equity,US,USD,CA8685951094,US
IN_Composite,VRNS IN Equity,IN,INR,INE702A01013,IN
US_Composite,VOYA US Equity,US,USD,US9290891004,UN
US_Composite,VOYA US Equity,US,USD,US9290891004,US
BZ_Composite,W1DC34 BZ Equity,BZ,BRL,BRW1DCBDR007,BZ
BZ_Composite,VSPT3 BZ Equity,BZ,BRL,BRVSPTACNOR1,BZ
US_Composite,VTRS US Equity,US,USD,US92556V1061,UN
US_Composite,VTRS US Equity,US,USD,US92556V1061,US
DEU_Composite,W8C GR Equity,DEU,EUR,CY0200751713,GR
US_Composite,VRSPS US Equity,US,USD,US78108H1749,UN
US_Composite,VRSPS US Equity,US,USD,US78108H1749,US
US_Composite,VRSSF US Equity,US,USD,CA92539Q6040,UN
US_Composite,VRSSF US Equity,US,USD,CA92539Q6040,US
US_Composite,VSCFF US Equity,US,USD,ES0184262212,UN
US_Composite,VSCFF US Equity,US,USD,ES0184262212,US
US_Composite,VVPR US Equity,US,USD,GB00BD3VDH82,UN
US_Composite,VVPR US Equity,US,USD,GB00BD3VDH82,US
DEU_Composite,W8T GR Equity,DEU,EUR,GB00B104RS51,GR
US_Composite,VOSSY US Equity,US,USD,US92905R1032,UN
US_Composite,VOSSY US Equity,US,USD,US92905R1032,US
US_Composite,VROYF US Equity,US,USD,CA92859L2012,UN
US_Composite,VROYF US Equity,US,USD,CA92859L2012,US
US_Composite,VRPX US Equity,US,USD,US9282513053,UN
US_Composite,VRPX US Equity,US,USD,US9282513053,US
US_Composite,VVWT US Equity,US,USD,US9285191071,UN
US_Composite,VVWT US Equity,US,USD,US9285191071,US
AUS_Composite,VTN AU Equity,AX,AUD,AU0000207458,AU
BZ_Composite,W2EX34 BZ Equity,BZ,BRL,BRW2EXBDR009,BZ
DEU_Composite,W2F GR Equity,DEU,EUR,SG1J49001550,GR
CAN_Composite,VQS CN Equity,TO,CAD,CA91825V4001,CN
AUS_Composite,VR1 AU Equity,AX,AUD,AU0000067522,AU
IN_Composite,VPL IN Equity,IN,INR,INE0Q6901013,IN
US_Composite,VPLM US Equity,US,USD,US92862Y1091,UN
US_Composite,VPLM US Equity,US,USD,US92862Y1091,US
US_Composite,WABC US Equity,US,USD,US9570901036,UN
US_Composite,WABC US Equity,US,USD,US9570901036,US
MXN_Composite,VTRS* MM Equity,MX,MXN,US92556V1061,MM
BZ_Composite,W1MB34 BZ Equity,BZ,BRL,BRW1MBBDR000,BZ
AUS_Composite,VTX AU Equity,AX,AUD,AU0000185910,AU
DEU_Composite,VTM GR Equity,DEU,EUR,CA0209361009,GR
US_Composite,VTMC US Equity,US,USD,US91912R1068,UN
US_Composite,VTMC US Equity,US,USD,US91912R1068,US
DEU_Composite,W1E GR Equity,DEU,EUR,JE00BSBJ5M88,GR
BZ_Composite,W1EL34 BZ Equity,BZ,BRL,BRW1ELBDR006,BZ
DEU_Composite,W06 GR Equity,DEU,EUR,SE0006510491,GR
DEU_Composite,W0H GR Equity,DEU,EUR,CA9532641086,GR
US_Composite,VSMR US Equity,US,USD,US92346H1023,UN
US_Composite,VSMR US Equity,US,USD,US92346H1023,US
IN_Composite,WAAREEEN IN Equity,IN,INR,INE377N01017,IN
US_Composite,VVCHF US Equity,US,USD,KYG9374E1199,UN
US_Composite,VVCHF US Equity,US,USD,KYG9374E1199,US
US_Composite,VVCVF US Equity,US,USD,CA9184061096,UN
US_Composite,VVCVF US Equity,US,USD,CA9184061096,US
US_Composite,VTTH US Equity,US,USD,US92237T3068,UN
US_Composite,VTTH US Equity,US,USD,US92237T3068,US
DEU_Composite,VTWR GR Equity,DEU,EUR,DE000A3H3LL2,GR
US_Composite,VSAT US Equity,US,USD,US92552V1008,UN
US_Composite,VSAT US Equity,US,USD,US92552V1008,US
DEU_Composite,VRQ GR Equity,DEU,EUR,FR001400JXA2,GR
BZ_Composite,W1YN34 BZ Equity,BZ,BRL,BRW1YNBDR000,BZ
US_Composite,VXRT US Equity,US,USD,US92243A2006,UN
US_Composite,VXRT US Equity,US,USD,US92243A2006,US
US_Composite,VTAK US Equity,US,USD,US74933X6094,UN
US_Composite,VTAK US Equity,US,USD,US74933X6094,US
US_Composite,VTBAS US Equity,US,USD,US9249271068,UN
US_Composite,VTBAS US Equity,US,USD,US9249271068,US
DEU_Composite,VTCB GR Equity,DEU,EUR,BMG9400S1329,GR
US_Composite,VOQP US Equity,US,USD,US9276252023,UN
US_Composite,VOQP US Equity,US,USD,US9276252023,US
IN_Composite,VORG IN Equity,IN,INR,INE565V01010,IN
US_Composite,VPER US Equity,US,USD,US92762R1059,UN
US_Composite,VPER US Equity,US,USD,US92762R1059,US
US_Composite,VPGLF US Equity,US,USD,KYG931751005,UN
US_Composite,VPGLF US Equity,US,USD,KYG931751005,US
US_Composite,VWAGY US Equity,US,USD,US9286626000,UN
US_Composite,VWAGY US Equity,US,USD,US9286626000,US
US_Composite,VWAPY US Equity,US,USD,US9286625010,UN
US_Composite,VWAPY US Equity,US,USD,US9286625010,US
US_Composite,VTECF US Equity,US,USD,CA92905D2032,UN
US_Composite,VTECF US Equity,US,USD,CA92905D2032,US
US_Composite,VYGVQ US Equity,US,USD,CA92919V4055,UN
US_Composite,VYGVQ US Equity,US,USD,CA92919V4055,US
US_Composite,VYNE US Equity,US,USD,US92941V3087,UN
US_Composite,VYNE US Equity,US,USD,US92941V3087,US
AUS_Composite,VYS AU Equity,AX,AUD,AU000000VYS1,AU
IN_Composite,VPROP IN Equity,IN,INR,INE767B01022,IN
US_Composite,VYDR US Equity,US,USD,US92921Y1082,UN
US_Composite,VYDR US Equity,US,USD,US92921Y1082,US
US_Composite,VYGR US Equity,US,USD,US92915B1061,UN
US_Composite,VYGR US Equity,US,USD,US92915B1061,US
DEU_Composite,VZS GR Equity,DEU,EUR,SG1S76928401,GR
US_Composite,VRAYQ US Equity,US,USD,US92672L1070,UN
US_Composite,VRAYQ US Equity,US,USD,US92672L1070,US
US_Composite,VRBCF US Equity,US,USD,FR0000031577,UN
US_Composite,VRBCF US Equity,US,USD,FR0000031577,US
DEU_Composite,W0R0 GR Equity,DEU,EUR,CA53160R1055,GR
US_Composite,VRCV US Equity,US,USD,US9221202099,UN
US_Composite,VRCV US Equity,US,USD,US9221202099,US
US_Composite,VSSPY US Equity,US,USD,US91916E1010,UN
US_Composite,VSSPY US Equity,US,USD,US91916E1010,US
US_Composite,VSST US Equity,US,USD,US92863D1046,UN
US_Composite,VSST US Equity,US,USD,US92863D1046,US
IN_Composite,VST IN Equity,IN,INR,INE710A01016,IN
US_Composite,VULC US Equity,US,USD,US9291361098,UN
US_Composite,VULC US Equity,US,USD,US9291361098,US
US_Composite,VULMF US Equity,US,USD,CA9289451044,UN
US_Composite,VULMF US Equity,US,USD,CA9289451044,US
DEU_Composite,W33 GR Equity,DEU,EUR,CH0210362643,GR
US_Composite,WACMF US Equity,US,USD,JP3993400005,UN
US_Composite,WACMF US Equity,US,USD,JP3993400005,US
DEU_Composite,WAE GR Equity,DEU,EUR,SE0017780133,GR
MXN_Composite,WAL* MM Equity,MX,MXN,US9576381092,MM
AUS_Composite,WAK AU Equity,AX,AUD,AU0000111247,AU
DEU_Composite,WAF0 GR Equity,DEU,EUR,US8272821047,GR
DEU_Composite,WBC GR Equity,DEU,EUR,AU000000WBC1,GR
US_Composite,WBX US Equity,US,USD,NL0015002J03,UN
US_Composite,WBX US Equity,US,USD,NL0015002J03,US
DEU_Composite,WC2 GR Equity,DEU,EUR,AU000000WHC8,GR
DEU_Composite,WEA GR Equity,DEU,EUR,US9576381092,GR
US_Composite,WCN US Equity,US,USD,CA94106B1013,UN
US_Composite,WCN US Equity,US,USD,CA94106B1013,US
CAN_Composite,WCP CN Equity,TO,CAD,CA96467A2002,CN
AUS_Composite,WDS AU Equity,AX,AUD,AU0000224040,AU
MXN_Composite,WDS1N MM Equity,MX,MXN,US9802283088,MM
US_Composite,WDSP US Equity,US,USD,US98163F1030,UN
US_Composite,WDSP US Equity,US,USD,US98163F1030,US
US_Composite,WBRE US Equity,US,USD,US9680772061,UN
US_Composite,WBRE US Equity,US,USD,US9680772061,US
US_Composite,WBSR US Equity,US,USD,US94770C1045,UN
US_Composite,WBSR US Equity,US,USD,US94770C1045,US
US_Composite,WAYS US Equity,US,USD,US94353G3083,UN
US_Composite,WAYS US Equity,US,USD,US94353G3083,US
DEU_Composite,WB3 GR Equity,DEU,EUR,US95123P1066,GR
US_Composite,WBA US Equity,US,USD,US9314271084,UN
US_Composite,WBA US Equity,US,USD,US9314271084,US
US_Composite,WBBW US Equity,US,USD,US95727P1066,UN
US_Composite,WBBW US Equity,US,USD,US95727P1066,US
AUS_Composite,WBC AU Equity,AX,AUD,AU000000WBC1,AU
CAN_Composite,WBGD CN Equity,TO,CAD,CA93401G1046,CN
US_Composite,WCFB US Equity,US,USD,US92940L1035,UN
US_Composite,WCFB US Equity,US,USD,US92940L1035,US
US_Composite,WCHD US Equity,US,USD,US71373M1018,UN
US_Composite,WCHD US Equity,US,USD,US71373M1018,US
US_Composite,WAWIF US Equity,US,USD,NO0010571680,UN
US_Composite,WAWIF US Equity,US,USD,NO0010571680,US
DEU_Composite,WDC GR Equity,DEU,EUR,US9581021055,GR
US_Composite,WARAF US Equity,US,USD,CA93401G1046,UN
US_Composite,WARAF US Equity,US,USD,CA93401G1046,US
IN_Composite,WARDWIZF IN Equity,IN,INR,INE761D01021,IN
US_Composite,WFCF US Equity,US,USD,US96327X2009,UN
US_Composite,WFCF US Equity,US,USD,US96327X2009,US
BZ_Composite,WFCO34 BZ Equity,BZ,BRL,BRWFCOBDR009,BZ
BZ_Composite,WATC34 BZ Equity,BZ,BRL,BRWATCBDR009,BZ
CAN_Composite,WATR CN Equity,TO,CAD,CA23131M1059,CN
DEU_Composite,WEP GR Equity,DEU,EUR,US5590801065,GR
CAN_Composite,WCM/B CN Equity,TO,CAD,CA9715583097,CN
US_Composite,WCMLF US Equity,US,USD,AU000000WCN6,UN
US_Composite,WCMLF US Equity,US,USD,AU000000WCN6,US
MXN_Composite,WALMEX* MM Equity,MX,MXN,MX01WA000038,MM
US_Composite,WALRF US Equity,US,USD,CA58518J2002,UN
US_Composite,WALRF US Equity,US,USD,CA58518J2002,US
US_Composite,WDGRF US Equity,US,USD,CA94847W1095,UN
US_Composite,WDGRF US Equity,US,USD,CA94847W1095,US
DEU_Composite,WDH GR Equity,DEU,EUR,US24803R1095,GR
US_Composite,WDH US Equity,US,USD,US94132V1052,UN
US_Composite,WDH US Equity,US,USD,US94132V1052,US
DEU_Composite,WF30 GR Equity,DEU,EUR,US9508403063,GR
AUS_Composite,WHC AU Equity,AX,AUD,AU000000WHC8,AU
CAN_Composite,WEST CN Equity,TO,CAD,CA9546062089,CN
US_Composite,WDHR US Equity,US,USD,US9485201019,UN
US_Composite,WDHR US Equity,US,USD,US9485201019,US
CAN_Composite,WFCS CN Equity,TO,CAD,CA9499321078,CN
CAN_Composite,WFG CN Equity,TO,CAD,CA9528451052,CN
US_Composite,WAT US Equity,US,USD,US9418481035,UN
US_Composite,WAT US Equity,US,USD,US9418481035,US
IN_Composite,WCPM IN Equity,IN,INR,INE976A01021,IN
DEU_Composite,WCQ1 GR Equity,DEU,EUR,BMG8403G1033,GR
US_Composite,WEBJF US Equity,US,USD,AU000000WEB7,UN
US_Composite,WEBJF US Equity,US,USD,AU000000WEB7,US
US_Composite,WEBNF US Equity,US,USD,AU000000WBC1,UN
US_Composite,WEBNF US Equity,US,USD,AU000000WBC1,US
MXN_Composite,WEC* MM Equity,MX,MXN,US92939U1060,MM
US_Composite,WF US Equity,US,USD,US9810641087,UN
US_Composite,WF US Equity,US,USD,US9810641087,US
IN_Composite,WEIZ IN Equity,IN,INR,INE080A01014,IN
US_Composite,WANHY US Equity,US,USD,US81806U1097,UN
US_Composite,WANHY US Equity,US,USD,US81806U1097,US
US_Composite,TSE US Equity,US,USD,IE0000QBK8U7,UN
US_Composite,TSE US Equity,US,USD,IE0000QBK8U7,US
IN_Composite,TRIDIN IN Equity,IN,INR,INE349T01013,IN
CAN_Composite,TORC CN Equity,TO,CAD,CA8875892082,CN
US_Composite,TRUIF US Equity,US,USD,CA89778V1040,UN
US_Composite,TRUIF US Equity,US,USD,CA89778V1040,US
BZ_Composite,TRAD3 BZ Equity,BZ,BRL,BRTRADACNOR3,BZ
US_Composite,TRAE US Equity,US,USD,US89676P1003,UN
US_Composite,TRAE US Equity,US,USD,US89676P1003,US
DEU_Composite,TOJ GR Equity,DEU,EUR,CH0048265513,GR
US_Composite,TOKIF US Equity,US,USD,CA68405M1095,UN
US_Composite,TOKIF US Equity,US,USD,CA68405M1095,US
US_Composite,TRKUF US Equity,US,USD,CA87618P2044,UN
US_Composite,TRKUF US Equity,US,USD,CA87618P2044,US
US_Composite,TRKYY US Equity,US,USD,US90015Y1091,UN
US_Composite,TRKYY US Equity,US,USD,US90015Y1091,US
US_Composite,TRYIF US Equity,US,USD,JP3621000003,UN
US_Composite,TRYIF US Equity,US,USD,JP3621000003,US
US_Composite,TOELY US Equity,US,USD,US8891101029,UN
US_Composite,TOELY US Equity,US,USD,US8891101029,US
US_Composite,TOEYF US Equity,US,USD,AU000000TOE6,UN
US_Composite,TOEYF US Equity,US,USD,AU000000TOE6,US
DEU_Composite,TOG GR Equity,DEU,EUR,JP3573000001,GR
US_Composite,TRUX US Equity,US,USD,US89845Y1073,UN
US_Composite,TRUX US Equity,US,USD,US89845Y1073,US
US_Composite,TRPOY US Equity,US,USD,US88564C1062,UN
US_Composite,TRPOY US Equity,US,USD,US88564C1062,US
US_Composite,TRVG US Equity,US,USD,US89686D3035,UN
US_Composite,TRVG US Equity,US,USD,US89686D3035,US
US_Composite,TRWAF US Equity,US,USD,IT0005378325,UN
US_Composite,TRWAF US Equity,US,USD,IT0005378325,US
CAN_Composite,TRS CN Equity,TO,CAD,CA8952982061,CN
DEU_Composite,TT1 GR Equity,DEU,EUR,US87305R1095,GR
US_Composite,TSLX US Equity,US,USD,US83012A1097,UN
US_Composite,TSLX US Equity,US,USD,US83012A1097,US
US_Composite,TSM US Equity,US,USD,US8740391003,UN
US_Composite,TSM US Equity,US,USD,US8740391003,US
US_Composite,TSMCF US Equity,US,USD,IT0004585243,UN
US_Composite,TSMCF US Equity,US,USD,IT0004585243,US
US_Composite,TTE US Equity,US,USD,US89151E1091,UN
US_Composite,TTE US Equity,US,USD,US89151E1091,US
DEU_Composite,TT8 GR Equity,DEU,EUR,US88339J1051,GR
DEU_Composite,TTA GR Equity,DEU,EUR,US8965221091,GR
US_Composite,TUALF US Equity,US,USD,AU0000089724,UN
US_Composite,TUALF US Equity,US,USD,AU0000089724,US
US_Composite,TSPAWX US Equity,US,USD,US00790Y5050,UN
US_Composite,TSPAWX US Equity,US,USD,US00790Y5050,US
US_Composite,TSPBBX US Equity,US,USD,US00782X3825,UN
US_Composite,TSPBBX US Equity,US,USD,US00782X3825,US
US_Composite,TSHMY US Equity,US,USD,US82444P1066,UN
US_Composite,TSHMY US Equity,US,USD,US82444P1066,US
US_Composite,TSIHF US Equity,US,USD,JP3538690003,UN
US_Composite,TSIHF US Equity,US,USD,JP3538690003,US
DEU_Composite,TTR1 GR Equity,DEU,EUR,DE000A0XYGA7,GR
US_Composite,TSYHY US Equity,US,USD,US89420Y2090,UN
US_Composite,TSYHY US Equity,US,USD,US89420Y2090,US
DEU_Composite,TUL1 GR Equity,DEU,EUR,US9001112047,GR
MXN_Composite,TUN MM Equity,MX,MXN,CA87971M1032,MM
US_Composite,TTEK US Equity,US,USD,US88162G1031,UN
US_Composite,TTEK US Equity,US,USD,US88162G1031,US
US_Composite,TTALF US Equity,US,USD,FI4000252127,UN
US_Composite,TTALF US Equity,US,USD,FI4000252127,US
US_Composite,TSGZF US Equity,US,USD,CA89678B1094,UN
US_Composite,TSGZF US Equity,US,USD,CA89678B1094,US
US_Composite,TVIPF US Equity,US,USD,CA8729171097,UN
US_Composite,TVIPF US Equity,US,USD,CA8729171097,US
BZ_Composite,TVIT3 BZ Equity,BZ,BRL,BRTVITACNOR4,BZ
DEU_Composite,TV92 GR Equity,DEU,EUR,IT0005422768,GR
IN_Composite,TTIE IN Equity,IN,INR,INE404F01031,IN
AUS_Composite,TWE AU Equity,AX,AUD,AU000000TWE9,AU
US_Composite,TSSHF US Equity,US,USD,JP3545270005,UN
US_Composite,TSSHF US Equity,US,USD,JP3545270005,US
US_Composite,TSSJF US Equity,US,USD,JP3533500009,UN
US_Composite,TSSJF US Equity,US,USD,JP3533500009,US
IN_Composite,TTMT IN Equity,IN,INR,INE155A01022,IN
IN_Composite,TVSINVIT IN Equity,IN,INR,INE1JNC23012,IN
DEU_Composite,TUU GR Equity,DEU,EUR,TH0831010R16,GR
US_Composite,TUWLF US Equity,US,USD,GB0001500809,UN
US_Composite,TUWLF US Equity,US,USD,GB0001500809,US
US_Composite,TUXS US Equity,US,USD,US9011441055,UN
US_Composite,TUXS US Equity,US,USD,US9011441055,US
IN_Composite,TWIN IN Equity,IN,INR,INE070B01013,IN
CAN_Composite,TVK CN Equity,TO,CAD,CA88105G1037,CN
IN_Composite,TVL IN Equity,IN,INR,INE747V01014,IN
US_Composite,TSKFF US Equity,US,USD,CA87425A8876,UN
US_Composite,TSKFF US Equity,US,USD,CA87425A8876,US
US_Composite,TSNLF US Equity,US,USD,GB00B07RVT99,UN
US_Composite,TSNLF US Equity,US,USD,GB00B07RVT99,US
US_Composite,TSHTF US Equity,US,USD,JP3594000006,UN
US_Composite,TSHTF US Equity,US,USD,JP3594000006,US
US_Composite,TSHXY US Equity,US,USD,US89149R2040,UN
US_Composite,TSHXY US Equity,US,USD,US89149R2040,US
DEU_Composite,TSI GR Equity,DEU,EUR,CNE1000004K1,GR
US_Composite,TTC US Equity,US,USD,US8910921084,UN
US_Composite,TTC US Equity,US,USD,US8910921084,US
US_Composite,TTCAF US Equity,US,USD,JP3539230007,UN
US_Composite,TTCAF US Equity,US,USD,JP3539230007,US
CAN_Composite,TVR/H CN Equity,TO,CAD,CA89557P1045,CN
AUS_Composite,TTSCD AU Equity,AX,AUD,AU0000TTSCD3,AU
US_Composite,TUIFF US Equity,US,USD,DE000TUAG505,UN
US_Composite,TUIFF US Equity,US,USD,DE000TUAG505,US
BZ_Composite,TUPY3 BZ Equity,BZ,BRL,BRTUPYACNOR1,BZ
DEU_Composite,TUR GR Equity,DEU,EUR,DE0007504508,GR
IN_Composite,TTLS IN Equity,IN,INR,INE517B01013,IN
US_Composite,TTLTF US Equity,US,USD,CA89151N1096,UN
US_Composite,TTLTF US Equity,US,USD,CA89151N1096,US
AUS_Composite,TTM AU Equity,AX,AUD,AU000000TTM8,AU
US_Composite,TTMI US Equity,US,USD,US87305R1095,UN
US_Composite,TTMI US Equity,US,USD,US87305R1095,US
US_Composite,TVTHF US Equity,US,USD,JP3547060008,UN
US_Composite,TVTHF US Equity,US,USD,JP3547060008,US
US_Composite,TVTV US Equity,US,USD,US96328X1000,UN
US_Composite,TVTV US Equity,US,USD,US96328X1000,US
DEU_Composite,TTX GR Equity,DEU,EUR,CA88337V1004,GR
IN_Composite,TTKPT IN Equity,IN,INR,INE690A01028,IN
US_Composite,TTLHF US Equity,US,USD,CA02210E1016,UN
US_Composite,TTLHF US Equity,US,USD,CA02210E1016,US
MXN_Composite,TTENN MM Equity,MX,MXN,FR0000120271,MM
US_Composite,TTSH US Equity,US,USD,US88677Q1094,UN
US_Composite,TTSH US Equity,US,USD,US88677Q1094,US
US_Composite,TVBCF US Equity,US,USD,HK0000139300,UN
US_Composite,TVBCF US Equity,US,USD,HK0000139300,US
US_Composite,TTWO US Equity,US,USD,US8740541094,UN
US_Composite,TTWO US Equity,US,USD,US8740541094,US
US_Composite,TVAHF US Equity,US,USD,JP3429000007,UN
US_Composite,TVAHF US Equity,US,USD,JP3429000007,US
US_Composite,TVAIR US Equity,US,USD,KYG878901100,UN
US_Composite,TVAIR US Equity,US,USD,KYG878901100,US
US_Composite,TVACU US Equity,US,USD,KYG8772L1216,UN
US_Composite,TVACU US Equity,US,USD,KYG8772L1216,US
US_Composite,TTHG US Equity,US,USD,US88833S1069,UN
US_Composite,TTHG US Equity,US,USD,US88833S1069,US
AUS_Composite,TTI AU Equity,AX,AUD,AU000000TTI6,AU
AUS_Composite,TUAXX AU Equity,AX,AUD,AU0000411415,AU
MXN_Composite,TUCERP21 MM Equity,MX,MXN,MX1RTU070007,MM
DEU_Composite,TSRN GR Equity,DEU,EUR,US8728852075,GR
DEU_Composite,WF90 GR Equity,DEU,EUR,US98161Q1013,GR
US_Composite,WFAFF US Equity,US,USD,AU000000WES1,UN
US_Composite,WFAFF US Equity,US,USD,AU000000WES1,US
US_Composite,WERN US Equity,US,USD,US9507551086,UN
US_Composite,WERN US Equity,US,USD,US9507551086,US
DEU_Composite,WGSA GR Equity,DEU,EUR,US78467J1007,GR
DEU_Composite,WAV GR Equity,DEU,EUR,KYG3690U1132,GR
CAN_Composite,WAVE CN Equity,TO,CAD,CA94357L1058,CN
US_Composite,WBTN US Equity,US,USD,US94845U1051,UN
US_Composite,WBTN US Equity,US,USD,US94845U1051,US
US_Composite,WBUY US Equity,US,USD,KYG9513S1104,UN
US_Composite,WBUY US Equity,US,USD,KYG9513S1104,US
US_Composite,WBWB US Equity,US,USD,US98256T2006,UN
US_Composite,WBWB US Equity,US,USD,US98256T2006,US
DEU_Composite,WH1 GR Equity,DEU,EUR,HK0001078598,GR
DEU_Composite,WHA GR Equity,DEU,EUR,HK0004000045,GR
US_Composite,WBNEF US Equity,US,USD,CA95712L1022,UN
US_Composite,WBNEF US Equity,US,USD,CA95712L1022,US
US_Composite,WBQNL US Equity,US,USD,US9788441080,UN
US_Composite,WBQNL US Equity,US,USD,US9788441080,US
US_Composite,WBRBY US Equity,US,USD,US9676621074,UN
US_Composite,WBRBY US Equity,US,USD,US9676621074,US
US_Composite,WGLIF US Equity,US,USD,CA9616821018,UN
US_Composite,WGLIF US Equity,US,USD,CA9616821018,US
US_Composite,WCHEF US Equity,US,USD,AU000000WEL6,UN
US_Composite,WCHEF US Equity,US,USD,AU000000WEL6,US
