"venueid","lookupsymbol","securityexchange","currency","securityid","bloombergexchcode"
XETR,F3C GY Equity,XETR,EUR,DE0007568578,GY
XETR,F3C GY Equity,XETR,EUR,DE0007568578,GY
XWBO,F3CG AV Equity,XWBO,EUR,DE0007568578,AV
XWBO,F3CG AV Equity,XWBO,EUR,DE0007568578,AV
XWBO,F3CG AV Equity,XWBO,EUR,DE0007568578,AV
XFRA,F3DC GF Equity,XFRA,EUR,NL00150003E1,F
XFRA,F3DC GF Equity,XFRA,EUR,NL00150003E1,GF
XFRA,F3DC GF Equity,XFRA,EUR,NL00150003E1,GF
XTSX,EVX CV Equity,XTSX,CAD,CA29877A2056,CV
XTSX,EVX CV Equity,XTSX,CAD,CA29877A2056,CV
XASX,EVZ AT Equity,XASX,AUD,AU000000EVZ8,AT
XASX,EVZ AT Equity,XASX,AUD,AU000000EVZ8,AU
XSTO,EWRK SS Equity,XSTO,SEK,SE0002402701,SF
XSTO,EWRK SS Equity,XSTO,SEK,SE0002402701,SF
XSTO,EWRK SS Equity,XSTO,SEK,SE0002402701,SF
XSTO,EWRK SS Equity,XSTO,SEK,SE0002402701,SF
XSTO,EWRK SS Equity,XSTO,SEK,SE0002402701,SS
XNYS,EXPI UN Equity,XNYS,USD,US30212W1009,UN
XNYS,EXPI UN Equity,XNYS,USD,US30212W1009,UN
XNYS,EXPI UN Equity,XNYS,USD,US30212W1009,UN
XMEX,EXPI* MF Equity,XMEX,MXN,US30212W1009,MF
BVMF,F1EC34 BS Equity,BVMF,BRL,BRF1ECBDR006,BS
BVMF,F1EC34 BS Equity,BVMF,BRL,BRF1ECBDR006,BS
BVMF,F1IS34 BS Equity,BVMF,BRL,BRF1ISBDR003,BS
BVMF,F1IS34 BS Equity,BVMF,BRL,BRF1ISBDR003,BS
XFRA,F51 GF Equity,XFRA,EUR,PLFRMGR00015,F
XFRA,F51 GF Equity,XFRA,EUR,PLFRMGR00015,GF
XFRA,F51 GF Equity,XFRA,EUR,PLFRMGR00015,GF
XFRA,F55 GF Equity,XFRA,EUR,SE0017160575,F
XFRA,F55 GF Equity,XFRA,EUR,SE0017160575,GF
XFRA,F55 GF Equity,XFRA,EUR,SE0017160575,GF
XFRA,EZ3 GF Equity,XFRA,EUR,IT0005588626,F
XFRA,EZ3 GF Equity,XFRA,EUR,IT0005588626,GF
XFRA,EZ3 GF Equity,XFRA,EUR,IT0005588626,GF
XFRA,EZ8 GF Equity,XFRA,EUR,FI4000533005,F
XFRA,EZ8 GF Equity,XFRA,EUR,FI4000533005,GF
XFRA,EZ8 GF Equity,XFRA,EUR,FI4000533005,GF
XFRA,F98 GF Equity,XFRA,EUR,SGXZ17669631,F
XFRA,F98 GF Equity,XFRA,EUR,SGXZ17669631,GF
XFRA,F98 GF Equity,XFRA,EUR,SGXZ17669631,GF
XFRA,F9H GF Equity,XFRA,EUR,AU000000AHF7,F
XFRA,F9H GF Equity,XFRA,EUR,AU000000AHF7,GF
XFRA,F9H GF Equity,XFRA,EUR,AU000000AHF7,GF
XFRA,F1YN GF Equity,XFRA,EUR,CA5503711080,F
XFRA,F1YN GF Equity,XFRA,EUR,CA5503711080,GF
XFRA,F1YN GF Equity,XFRA,EUR,CA5503711080,GF
XFRA,F2I0 GF Equity,XFRA,EUR,US3433894090,F
XFRA,F2I0 GF Equity,XFRA,EUR,US3433894090,GF
XFRA,F2I0 GF Equity,XFRA,EUR,US3433894090,GF
XFRA,FB1 GF Equity,XFRA,EUR,US3076751086,F
XFRA,FB1 GF Equity,XFRA,EUR,US3076751086,GF
XFRA,FB1 GF Equity,XFRA,EUR,US3076751086,GF
XSTO,FAG SS Equity,XSTO,SEK,SE0010048884,SF
XSTO,FAG SS Equity,XSTO,SEK,SE0010048884,SF
XSTO,FAG SS Equity,XSTO,SEK,SE0010048884,SF
XSTO,FAG SS Equity,XSTO,SEK,SE0010048884,SF
XSTO,FAG SS Equity,XSTO,SEK,SE0010048884,SS
XBRU,FAGR BB Equity,XBRU,EUR,BE0003874915,BB
XBRU,FAGR BB Equity,XBRU,EUR,BE0003874915,BB
XBRU,FAGR BB Equity,XBRU,EUR,BE0003874915,BB
XBRU,FAGR BB Equity,XBRU,EUR,BE0003874915,BB
XJSE,EQU SJ Equity,XJSE,ZAr,ZAE000188843,SJ
XLON,ETP LN Equity,XLON,GBp,GB00BNYDGM91,LN
XLON,ETP LN Equity,XLON,GBp,GB00BNYDGM91,LN
XLON,ETP LN Equity,XLON,GBp,GB00BNYDGM91,LN
XLON,ETP LN Equity,XLON,GBp,GB00BNYDGM91,LN
XLON,ESYS LN Equity,XLON,GBp,GB00BJL1ZF49,LN
XLON,ESYS LN Equity,XLON,GBp,GB00BJL1ZF49,LN
XLON,ESYS LN Equity,XLON,GBp,GB00BJL1ZF49,LN
XLON,ESYS LN Equity,XLON,GBp,GB00BJL1ZF49,LN
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IF
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
MTAA,FAE IM Equity,MTAA,EUR,IT0005500688,IM
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SQ
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XMAD,FAE SQ Equity,XMAD,EUR,ES0134950F36,SN
XPHS,FAF PM Equity,XPHS,PHP,PHY2495T1070,PM
XPHS,FAF PM Equity,XPHS,PHP,PHY2495T1070,PM
XNYS,FAF UN Equity,XNYS,USD,US31847R1023,UN
XNYS,FAF UN Equity,XNYS,USD,US31847R1023,UN
XNYS,FAF UN Equity,XNYS,USD,US31847R1023,UN
XNAS,FAF UQ Equity,XNAS,USD,US31847R1023,OQ
XNAS,FAF UQ Equity,XNAS,USD,US31847R1023,US
XNYS,FBLA UN Equity,XNYS,USD,US31425A1097,UN
XNYS,FBLA UN Equity,XNYS,USD,US31425A1097,UN
XNYS,FBLA UN Equity,XNYS,USD,US31425A1097,UN
XNAS,FBLA UQ Equity,XNAS,USD,US31425A1097,OQ
XNAS,FBLA UQ Equity,XNAS,USD,US31425A1097,US
XWBO,FBK AV Equity,XWBO,EUR,IT0000072170,AV
XWBO,FBK AV Equity,XWBO,EUR,IT0000072170,AV
XWBO,FBK AV Equity,XWBO,EUR,IT0000072170,AV
XFRA,FBB GF Equity,XFRA,EUR,JP3827600002,F
XFRA,FBB GF Equity,XFRA,EUR,JP3827600002,GF
XFRA,FBB GF Equity,XFRA,EUR,JP3827600002,GF
PURE,FCD-U CJ Equity,PURE,CAD,CA3183261054,CJ
XFRA,FCF GF Equity,XFRA,EUR,US3198291078,F
XFRA,FCF GF Equity,XFRA,EUR,US3198291078,GF
XFRA,FCF GF Equity,XFRA,EUR,US3198291078,GF
XNAS,FCF UQ Equity,XNAS,USD,US3198291078,OQ
XNAS,FCF UQ Equity,XNAS,USD,US3198291078,US
ARCX,FCF UP Equity,ARCX,USD,US3198291078,UP
ARCX,FCF UP Equity,ARCX,USD,US3198291078,UP
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IF
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
MTAA,FBK IM Equity,MTAA,EUR,IT0000072170,IM
ARCX,FBK UP Equity,ARCX,USD,US30257X1046,UP
ARCX,FBK UP Equity,ARCX,USD,US30257X1046,UP
XMEX,FBK1* MF Equity,XMEX,MXN,US30257X1046,MF
XNYS,FAMI UN Equity,XNYS,USD,KYG332771495,UN
XNYS,FAMI UN Equity,XNYS,USD,KYG332771495,UN
XNYS,FAMI UN Equity,XNYS,USD,KYG332771495,UN
XNAS,FAMI UQ Equity,XNAS,USD,KYG332771495,OQ
XNAS,FAMI UQ Equity,XNAS,USD,KYG332771495,US
XNCM,FAMI UR Equity,XNCM,USD,KYG332771495,UQ
XBOM,FAMILYCA IB Equity,XBOM,INR,INE146N01016,IB
XBOM,FAMILYCA IB Equity,XBOM,INR,INE146N01016,IB
PURE,FAN CJ Equity,PURE,CAD,CA3186411078,CJ
XNAS,FBIZ UQ Equity,XNAS,USD,US3193901002,OQ
XNAS,FBIZ UQ Equity,XNAS,USD,US3193901002,US
XASX,FAR AT Equity,XASX,AUD,AU000000FAR6,AT
XASX,FAR AT Equity,XASX,AUD,AU000000FAR6,AU
XFRA,FAR GF Equity,XFRA,EUR,US3570231007,F
XFRA,FAR GF Equity,XFRA,EUR,US3570231007,GF
XFRA,FAR GF Equity,XFRA,EUR,US3570231007,GF
PURE,FAIR CJ Equity,PURE,CAD,CA30371L1013,CJ
XTSX,FAIR CV Equity,XTSX,CAD,CA30371L1013,CV
XTSX,FAIR CV Equity,XTSX,CAD,CA30371L1013,CV
XBOM,FAIRORGA IB Equity,XBOM,INR,INE0DNW01011,IB
XBOM,FAIRORGA IB Equity,XBOM,INR,INE0DNW01011,IB
XMEX,FDRN MF Equity,XMEX,MXN,ES0137650018,MF
XWBO,FDRS AV Equity,XWBO,EUR,ES0137650018,AV
XWBO,FDRS AV Equity,XWBO,EUR,ES0137650018,AV
XWBO,FDRS AV Equity,XWBO,EUR,ES0137650018,AV
XNYS,FDS UN Equity,XNYS,USD,US3030751057,UN
XNYS,FDS UN Equity,XNYS,USD,US3030751057,UN
XNYS,FDS UN Equity,XNYS,USD,US3030751057,UN
XFRA,FE7 GF Equity,XFRA,EUR,US3379321074,F
XFRA,FE7 GF Equity,XFRA,EUR,US3379321074,GF
XFRA,FE7 GF Equity,XFRA,EUR,US3379321074,GF
XNYS,FATN UN Equity,XNYS,USD,US3119211007,UN
XNYS,FATN UN Equity,XNYS,USD,US3119211007,UN
XNYS,FATN UN Equity,XNYS,USD,US3119211007,UN
XNAS,FATN UQ Equity,XNAS,USD,US3119211007,OQ
XNAS,FATN UQ Equity,XNAS,USD,US3119211007,US
XFRA,FC90 GF Equity,XFRA,EUR,DE000A289V52,F
XFRA,FC90 GF Equity,XFRA,EUR,DE000A289V52,GF
XFRA,FC90 GF Equity,XFRA,EUR,DE000A289V52,GF
XFRA,FCA GF Equity,XFRA,EUR,GB00BG0TPX62,F
XFRA,FCA GF Equity,XFRA,EUR,GB00BG0TPX62,GF
XFRA,FCA GF Equity,XFRA,EUR,GB00BG0TPX62,GF
XBOM,FACA IB Equity,XBOM,INR,INE828G01013,IB
XBOM,FACA IB Equity,XBOM,INR,INE828G01013,IB
XNCM,FBGL UR Equity,XNCM,USD,KYG3337S1093,UQ
XNYS,FBIN UN Equity,XNYS,USD,US34964C1062,UN
XNYS,FBIN UN Equity,XNYS,USD,US34964C1062,UN
XNYS,FBIN UN Equity,XNYS,USD,US34964C1062,UN
XNAS,FBIN UQ Equity,XNAS,USD,US34964C1062,OQ
XNAS,FBIN UQ Equity,XNAS,USD,US34964C1062,US
ARCX,FBIN UP Equity,ARCX,USD,US34964C1062,UP
ARCX,FBIN UP Equity,ARCX,USD,US34964C1062,UP
XNAS,FBIO UQ Equity,XNAS,USD,US34960Q3074,OQ
XNAS,FBIO UQ Equity,XNAS,USD,US34960Q3074,US
XIDX,FASW IJ Equity,XIDX,IDR,ID1000068208,IJ
XIDX,FASW IJ Equity,XIDX,IDR,ID1000068208,IJ
XNYS,FAT UN Equity,XNYS,USD,US30258N1054,UN
XNYS,FAT UN Equity,XNYS,USD,US30258N1054,UN
XNYS,FAT UN Equity,XNYS,USD,US30258N1054,UN
XNCM,FAT UR Equity,XNCM,USD,US30258N1054,UQ
XNYS,FATBB UN Equity,XNYS,USD,US30258N6004,UN
XNYS,FATBB UN Equity,XNYS,USD,US30258N6004,UN
XNYS,FATBB UN Equity,XNYS,USD,US30258N6004,UN
ARCX,FATBB UP Equity,ARCX,USD,US30258N6004,UP
ARCX,FATBB UP Equity,ARCX,USD,US30258N6004,UP
XNMS,FBYD UQ Equity,XNMS,USD,US3061211047,UQ
XNMS,FBYD UQ Equity,XNMS,USD,US3061211047,UQ
XNMS,FBYD UQ Equity,XNMS,USD,US3061211047,UQ
XFRA,FBYN GF Equity,XFRA,EUR,US3193832041,F
XFRA,FBYN GF Equity,XFRA,EUR,US3193832041,GF
XFRA,FBYN GF Equity,XFRA,EUR,US3193832041,GF
XTSE,FC CT Equity,XTSE,CAD,CA3183231024,CT
XNYS,FC UN Equity,XNYS,USD,US3534691098,UN
XNYS,FC UN Equity,XNYS,USD,US3534691098,UN
XNYS,FC UN Equity,XNYS,USD,US3534691098,UN
XNYS,FE UN Equity,XNYS,USD,US3379321074,UN
XNYS,FE UN Equity,XNYS,USD,US3379321074,UN
XNYS,FE UN Equity,XNYS,USD,US3379321074,UN
ARCX,FE UP Equity,ARCX,USD,US3379321074,UP
ARCX,FE UP Equity,ARCX,USD,US3379321074,UP
XLIS,FCP PL Equity,XLIS,EUR,PTFCP0AM0008,PL
XLIS,FCP PL Equity,XLIS,EUR,PTFCP0AM0008,PL
XLIS,FCP PL Equity,XLIS,EUR,PTFCP0AM0008,PL
XLIS,FCP PL Equity,XLIS,EUR,PTFCP0AM0008,PL
XNYS,FCPT UN Equity,XNYS,USD,US35086T1097,UN
XNYS,FCPT UN Equity,XNYS,USD,US35086T1097,UN
XNYS,FCPT UN Equity,XNYS,USD,US35086T1097,UN
ARCX,FCPT UP Equity,ARCX,USD,US35086T1097,UP
ARCX,FCPT UP Equity,ARCX,USD,US35086T1097,UP
XNAS,JCSE UQ Equity,XNAS,USD,KYG508752055,OQ
XNAS,JCSE UQ Equity,XNAS,USD,KYG508752055,US
XNCM,JCSE UR Equity,XNCM,USD,KYG508752055,UQ
XKLS,JHMC MK Equity,XKLS,MYR,MYQ0127OO009,MK
XKLS,JHMC MK Equity,XKLS,MYR,MYQ0127OO009,MK
XKLS,JHMC MK Equity,XKLS,MYR,MYQ0127OO009,MK
XFRA,JHU1 GF Equity,XFRA,EUR,HK0137031065,F
XFRA,JHU1 GF Equity,XFRA,EUR,HK0137031065,GF
XFRA,JHU1 GF Equity,XFRA,EUR,HK0137031065,GF
XNAS,JDZG UQ Equity,XNAS,USD,KYG7396L1115,OQ
XNAS,JDZG UQ Equity,XNAS,USD,KYG7396L1115,US
XNCM,JDZG UR Equity,XNCM,USD,KYG7396L1115,UQ
XIDX,JECC IJ Equity,XIDX,IDR,ID1000074305,IJ
XIDX,JECC IJ Equity,XIDX,IDR,ID1000074305,IJ
XNAS,JBHT UQ Equity,XNAS,USD,US4456581077,OQ
XNAS,JBHT UQ Equity,XNAS,USD,US4456581077,US
XFRA,JC4 GF Equity,XFRA,EUR,CA91360F1099,F
XFRA,JC4 GF Equity,XFRA,EUR,CA91360F1099,GF
XFRA,JC4 GF Equity,XFRA,EUR,CA91360F1099,GF
XBOM,JKAGL IB Equity,XBOM,INR,INE690O01011,IB
XBOM,JKAGL IB Equity,XBOM,INR,INE690O01011,IB
XBOM,JKBK IB Equity,XBOM,INR,INE168A01041,IB
XBOM,JKBK IB Equity,XBOM,INR,INE168A01041,IB
XNAS,JG UQ Equity,XNAS,USD,US0518572096,OQ
XNAS,JG UQ Equity,XNAS,USD,US0518572096,US
XNCM,JG UR Equity,XNCM,USD,US0518572096,UQ
XNYS,JFIN UN Equity,XNYS,USD,US47737C1045,UN
XNYS,JFIN UN Equity,XNYS,USD,US47737C1045,UN
XNYS,JFIN UN Equity,XNYS,USD,US47737C1045,UN
XBOM,JL IB Equity,XBOM,INR,INE990E01016,IB
XBOM,JL IB Equity,XBOM,INR,INE990E01016,IB
XBOM,JDSL IB Equity,XBOM,INR,INE220G01021,IB
XBOM,JDSL IB Equity,XBOM,INR,INE220G01021,IB
XNCM,JBDI UR Equity,XNCM,USD,KYG508831008,UQ
XSES,JBF SP Equity,XSES,SGD,SG1BH1000008,SP
XSES,JBF SP Equity,XSES,SGD,SG1BH1000008,SP
ARCX,JBS UP Equity,ARCX,USD,NL0015002J37,UP
ARCX,JBS UP Equity,ARCX,USD,NL0015002J37,UP
XFRA,JHA1 GF Equity,XFRA,EUR,IE000R94NGM2,F
XFRA,JHA1 GF Equity,XFRA,EUR,IE000R94NGM2,GF
XFRA,JHA1 GF Equity,XFRA,EUR,IE000R94NGM2,GF
PURE,JHC CJ Equity,PURE,CAD,CA47759W4002,CJ
XFRA,JL4 GF Equity,XFRA,EUR,CA09353K3073,F
XFRA,JL4 GF Equity,XFRA,EUR,CA09353K3073,GF
XFRA,JL4 GF Equity,XFRA,EUR,CA09353K3073,GF
XKLS,JIB MK Equity,XKLS,MYR,MYL8923OO004,MK
XKLS,JIB MK Equity,XKLS,MYR,MYL8923OO004,MK
XKLS,JIB MK Equity,XKLS,MYR,MYL8923OO004,MK
PURE,JJJJ/P CJ Equity,PURE,CAD,CA47746L1031,CJ
XFRA,JHJ GF Equity,XFRA,EUR,JP3386450005,F
XFRA,JHJ GF Equity,XFRA,EUR,JP3386450005,GF
XFRA,JHJ GF Equity,XFRA,EUR,JP3386450005,GF
XBOM,JETSOLAR IB Equity,XBOM,INR,INE155R01018,IB
XBOM,JETSOLAR IB Equity,XBOM,INR,INE155R01018,IB
XSES,JEP SP Equity,XSES,SGD,SG1EE3000007,SP
XSES,JEP SP Equity,XSES,SGD,SG1EE3000007,SP
XFRA,JEPA GF Equity,XFRA,EUR,US79547H1068,F
XFRA,JEPA GF Equity,XFRA,EUR,US79547H1068,GF
XFRA,JEPA GF Equity,XFRA,EUR,US79547H1068,GF
XNAS,JFB UQ Equity,XNAS,USD,US46658E1073,OQ
XNAS,JFB UQ Equity,XNAS,USD,US46658E1073,US
XNAS,JFBR UQ Equity,XNAS,USD,IL0011808354,OQ
XNAS,JFBR UQ Equity,XNAS,USD,IL0011808354,US
XNAS,JCTC UQ Equity,XNAS,USD,CA47733C2076,OQ
XNAS,JCTC UQ Equity,XNAS,USD,CA47733C2076,US
XNCM,JCY UR Equity,XNCM,USD,N/A,UQ
XFRA,JGE GF Equity,XFRA,EUR,CH0102484968,F
XFRA,JGE GF Equity,XFRA,EUR,CH0102484968,GF
XFRA,JGE GF Equity,XFRA,EUR,CH0102484968,GF
XBOM,JDH IB Equity,XBOM,INR,INE726D01016,IB
XBOM,JDH IB Equity,XBOM,INR,INE726D01016,IB
XNAS,JZ UQ Equity,XNAS,USD,US47737L3024,OQ
XNAS,JZ UQ Equity,XNAS,USD,US47737L3024,US
XLON,EUA LN Equity,XLON,GBp,GB0003230421,LN
XLON,EUA LN Equity,XLON,GBp,GB0003230421,LN
XLON,EUA LN Equity,XLON,GBp,GB0003230421,LN
XLON,EUA LN Equity,XLON,GBp,GB0003230421,LN
XNCM,JZ UR Equity,XNCM,USD,US47737L3024,UQ
XFRA,JZ4 GF Equity,XFRA,EUR,JE00BKVDPL34,F
XFRA,JZ4 GF Equity,XFRA,EUR,JE00BKVDPL34,GF
XFRA,JZ4 GF Equity,XFRA,EUR,JE00BKVDPL34,GF
XFRA,JNY GF Equity,XFRA,EUR,KYG5210T1040,F
XFRA,JNY GF Equity,XFRA,EUR,KYG5210T1040,GF
XFRA,JNY GF Equity,XFRA,EUR,KYG5210T1040,GF
XFRA,JO00 GF Equity,XFRA,EUR,CA91735H1038,F
XFRA,JO00 GF Equity,XFRA,EUR,CA91735H1038,GF
XFRA,JO00 GF Equity,XFRA,EUR,CA91735H1038,GF
XNYS,JSPR UN Equity,XNYS,USD,US4718712023,UN
XNYS,JSPR UN Equity,XNYS,USD,US4718712023,UN
XNYS,JSPR UN Equity,XNYS,USD,US4718712023,UN
XIDX,JSPT IJ Equity,XIDX,IDR,ID1000082001,IJ
XIDX,JSPT IJ Equity,XIDX,IDR,ID1000082001,IJ
XFRA,JST GF Equity,XFRA,EUR,DE000JST4000,F
XFRA,JST GF Equity,XFRA,EUR,DE000JST4000,GF
XFRA,JST GF Equity,XFRA,EUR,DE000JST4000,GF
XNYS,JNJ UN Equity,XNYS,USD,US4781601046,UN
XNYS,JNJ UN Equity,XNYS,USD,US4781601046,UN
XNYS,JNJ UN Equity,XNYS,USD,US4781601046,UN
XFRA,JNJ0 GF Equity,XFRA,EUR,CA47817E1034,F
XFRA,JNJ0 GF Equity,XFRA,EUR,CA47817E1034,GF
XFRA,JNJ0 GF Equity,XFRA,EUR,CA47817E1034,GF
XBOM,JM IB Equity,XBOM,INR,INE780C01023,IB
XBOM,JM IB Equity,XBOM,INR,INE780C01023,IB
XSTO,JM SS Equity,XSTO,SEK,SE0000806994,SF
XSTO,JM SS Equity,XSTO,SEK,SE0000806994,SF
XSTO,JM SS Equity,XSTO,SEK,SE0000806994,SF
XSTO,JM SS Equity,XSTO,SEK,SE0000806994,SF
XSTO,JM SS Equity,XSTO,SEK,SE0000806994,SS
XFRA,K1Z0 GF Equity,XFRA,EUR,SE0022726139,F
XFRA,K1Z0 GF Equity,XFRA,EUR,SE0022726139,GF
XFRA,K1Z0 GF Equity,XFRA,EUR,SE0022726139,GF
XFRA,K40 GF Equity,XFRA,EUR,VGG5214E1034,F
XFRA,K40 GF Equity,XFRA,EUR,VGG5214E1034,GF
XFRA,K40 GF Equity,XFRA,EUR,VGG5214E1034,GF
XFRA,K43 GF Equity,XFRA,EUR,US10576N1028,F
XFRA,K43 GF Equity,XFRA,EUR,US10576N1028,GF
XFRA,K43 GF Equity,XFRA,EUR,US10576N1028,GF
XFRA,K47 GF Equity,XFRA,EUR,CA15956X1096,F
XFRA,K47 GF Equity,XFRA,EUR,CA15956X1096,GF
XFRA,K47 GF Equity,XFRA,EUR,CA15956X1096,GF
XFRA,K0E GF Equity,XFRA,EUR,SE0017936891,F
XFRA,K0E GF Equity,XFRA,EUR,SE0017936891,GF
XFRA,K0E GF Equity,XFRA,EUR,SE0017936891,GF
XPRA,JUVE CK Equity,XPRA,CZK,IT0005572778,CK
XPRA,JUVE CK Equity,XPRA,CZK,IT0005572778,CK
XFRA,K9B GF Equity,XFRA,EUR,EE3100021635,F
XFRA,K9B GF Equity,XFRA,EUR,EE3100021635,GF
XFRA,K9B GF Equity,XFRA,EUR,EE3100021635,GF
XFRA,K9I GF Equity,XFRA,EUR,GB00BNLXS042,F
XFRA,K9I GF Equity,XFRA,EUR,GB00BNLXS042,GF
XFRA,K9I GF Equity,XFRA,EUR,GB00BNLXS042,GF
XKLS,KANGER MK Equity,XKLS,MYR,MYQ0170OO009,MK
XKLS,KANGER MK Equity,XKLS,MYR,MYQ0170OO009,MK
XKLS,KANGER MK Equity,XKLS,MYR,MYQ0170OO009,MK
XFRA,K1SN GF Equity,XFRA,EUR,CA4987222060,F
XFRA,K1SN GF Equity,XFRA,EUR,CA4987222060,GF
XFRA,K1SN GF Equity,XFRA,EUR,CA4987222060,GF
XFRA,K1W GF Equity,XFRA,EUR,US50105F1057,F
XFRA,K1W GF Equity,XFRA,EUR,US50105F1057,GF
XFRA,K1W GF Equity,XFRA,EUR,US50105F1057,GF
XFRA,JX7 GF Equity,XFRA,EUR,US29082K1051,F
XFRA,JX7 GF Equity,XFRA,EUR,US29082K1051,GF
XFRA,JX7 GF Equity,XFRA,EUR,US29082K1051,GF
XBKK,JR/F TB Equity,XBKK,THB,THA040010011,TB
XBKK,JR/F TB Equity,XBKK,THB,THA040010011,TB
XBOM,JRA IB Equity,XBOM,INR,INE577D01013,IB
XBOM,JRA IB Equity,XBOM,INR,INE577D01013,IB
XNCM,JLHL UR Equity,XNCM,USD,KYG5500K1022,UQ
XNYS,JLL UN Equity,XNYS,USD,US48020Q1076,UN
XNYS,JLL UN Equity,XNYS,USD,US48020Q1076,UN
XNYS,JLL UN Equity,XNYS,USD,US48020Q1076,UN
ARCX,JLL UP Equity,ARCX,USD,US48020Q1076,UP
ARCX,JLL UP Equity,ARCX,USD,US48020Q1076,UP
XFRA,JUN3 GF Equity,XFRA,EUR,DE0006219934,F
XFRA,JUN3 GF Equity,XFRA,EUR,DE0006219934,GF
XFRA,JUN3 GF Equity,XFRA,EUR,DE0006219934,GF
XSWX,JUN3 SE Equity,XSWX,CHF,DE0006219934,SE
XSWX,JUN3 SE Equity,XSWX,CHF,DE0006219934,SW
XNAS,K UQ Equity,XNAS,USD,US4878361082,OQ
XNAS,K UQ Equity,XNAS,USD,US4878361082,US
XMEX,K* MF Equity,XMEX,MXN,US4878361082,MF
XFRA,JMU GF Equity,XFRA,EUR,GB00BZ11WQ61,F
XFRA,JMU GF Equity,XFRA,EUR,GB00BZ11WQ61,GF
XFRA,JMU GF Equity,XFRA,EUR,GB00BZ11WQ61,GF
XBKK,JUBILE TB Equity,XBKK,THB,TH1022010009,TB
XBKK,JUBILE TB Equity,XBKK,THB,TH1022010009,TB
XBKK,JUBILE/F TB Equity,XBKK,THB,TH1022010017,TB
XBKK,JUBILE/F TB Equity,XBKK,THB,TH1022010017,TB
XBOM,JUBLINGR IB Equity,XBOM,INR,INE0BY001018,IB
XBOM,JUBLINGR IB Equity,XBOM,INR,INE0BY001018,IB
XBOM,JMRG IB Equity,XBOM,INR,INE250C01027,IB
XBOM,JMRG IB Equity,XBOM,INR,INE250C01027,IB
XASX,JMS AT Equity,XASX,AUD,AU0000005159,AT
XASX,JMS AT Equity,XASX,AUD,AU0000005159,AU
XNAS,JMSB UQ Equity,XNAS,USD,US47805L1017,OQ
XNAS,JMSB UQ Equity,XNAS,USD,US47805L1017,US
XKLS,JOH MK Equity,XKLS,MYR,MYL3441OO002,MK
XKLS,JOH MK Equity,XKLS,MYR,MYL3441OO002,MK
XKLS,JOH MK Equity,XKLS,MYR,MYL3441OO002,MK
XFRA,JOHB GF Equity,XFRA,EUR,BMG5150J1577,F
XFRA,JOHB GF Equity,XFRA,EUR,BMG5150J1577,GF
XFRA,JOHB GF Equity,XFRA,EUR,BMG5150J1577,GF
XFRA,K9N GF Equity,XFRA,EUR,US15961R3030,F
XFRA,K9N GF Equity,XFRA,EUR,US15961R3030,GF
XFRA,K9N GF Equity,XFRA,EUR,US15961R3030,GF
XLON,INVP LN Equity,XLON,GBp,GB00B17BBQ50,LN
XLON,INVP LN Equity,XLON,GBp,GB00B17BBQ50,LN
XLON,INVP LN Equity,XLON,GBp,GB00B17BBQ50,LN
XLON,INVP LN Equity,XLON,GBp,GB00B17BBQ50,LN
XJSE,INP SJ Equity,XJSE,ZAr,GB00B17BBQ50,SJ
XJSE,IOC SJ Equity,XJSE,ZAr,ZAE000071072,SJ
XFRA,K9Q GF Equity,XFRA,EUR,US74179A1079,F
XFRA,K9Q GF Equity,XFRA,EUR,US74179A1079,GF
XFRA,K9Q GF Equity,XFRA,EUR,US74179A1079,GF
XETR,JY0 GY Equity,XETR,EUR,DE000A3E5A34,BE
XETR,JY0 GY Equity,XETR,EUR,DE000A3E5A34,D
XETR,JY0 GY Equity,XETR,EUR,DE000A3E5A34,GY
XETR,JY0 GY Equity,XETR,EUR,DE000A3E5A34,GY
XETR,JY0 GY Equity,XETR,EUR,DE000A3E5A34,GY
XFRA,JY4 GF Equity,XFRA,EUR,US6641211007,F
XFRA,JY4 GF Equity,XFRA,EUR,US6641211007,GF
XFRA,JY4 GF Equity,XFRA,EUR,US6641211007,GF
